Date,AAPL,AMCR,AMZN,ARG,ATVI,BBBY,BKNG,COST,COTY,CRM,CVX,EBAY,EL,ETSY,EXPE,F,FCX,FDX,FL,GM,GOOGL,HD,HON,INTC,JNJ,JPM,KO,LMT,LULU,MA,MCD,META,MRK,MSFT,MUR,NBR,NEM,NKE,NKTR,NVDA,PEP,PFE,PRGO,PYPL,SBUX,SIG,STI,T,TRIP,TSLA,UA,ULTA,UNP,URBN,V,VZ,WFC,WMT,X,XEC,XOM,YHOO
2014-01-02 00:00:00+00:00,19.754642486572266,9.520000457763672,19.898500442504883,,,,1145.43994140625,117.80999755859375,15.569999694824219,54.86000061035156,124.13999938964844,22.7020206451416,73.70999908447266,,69.20999908447266,15.4399995803833,37.630001068115234,139.77000427246094,40.779998779296875,40.95000076293945,27.85585594177246,82.0199966430664,86.10833740234375,25.790000915527344,91.02999877929688,58.209999084472656,40.65999984741211,146.07000732421875,58.59000015258789,83.41400146484375,96.41000366210938,54.709999084472656,47.22328186035156,37.15999984741211,63.70000076293945,845.5,23.959999084472656,39.119998931884766,11.869999885559082,0.39649999141693115,82.0999984741211,28.899431228637695,153.10000610351562,,38.584999084472656,78.70999908447266,,26.397281646728516,80.4800033569336,10.006667137145996,,95.91000366210938,83.55500030517578,37.779998779296875,55.252498626708984,49.0,45.02000045776367,26.303333282470703,30.280000686645508,,99.75,
2014-01-03 00:00:00+00:00,19.320714950561523,9.430000305175781,19.82200050354004,,,,1132.6800537109375,117.29000091552734,15.579999923706055,55.119998931884766,124.3499984741211,22.41582489013672,73.6500015258789,,69.19999694824219,15.510000228881836,37.31999969482422,140.0500030517578,41.25,39.56999969482422,27.652652740478516,81.88999938964844,86.29901123046875,25.780000686645508,91.8499984741211,58.65999984741211,40.459999084472656,147.05999755859375,58.779998779296875,83.08100128173828,96.54000091552734,54.560001373291016,47.45228958129883,36.90999984741211,63.29999923706055,840.5,23.920000076293945,39.01499938964844,11.970000267028809,0.3917500078678131,82.23999786376953,28.956356048583984,154.22999572753906,,38.474998474121094,78.72000122070312,,26.28398895263672,80.91999816894531,9.970666885375977,,94.91999816894531,83.42500305175781,37.9900016784668,55.290000915527344,48.41999816894531,45.34000015258789,26.21666717529297,29.899999618530273,,99.51000213623047,
2014-01-06 00:00:00+00:00,19.426071166992188,9.430000305175781,19.681499481201172,,,,1139.530029296875,116.4000015258789,15.199999809265137,54.22999954223633,124.0199966430664,21.79292869567871,74.08000183105469,,68.95999908447266,15.579999923706055,37.02000045776367,138.72000122070312,41.25,40.400001525878906,27.960960388183594,81.0999984741211,86.21320343017578,25.459999084472656,92.33000183105469,59.0,40.27000045776367,146.27999877929688,57.779998779296875,82.66899871826172,95.8499984741211,57.20000076293945,47.461830139160156,36.130001068115234,62.77000045776367,847.5,24.079999923706055,38.71500015258789,11.680000305175781,0.3970000147819519,82.27999877929688,28.984819412231445,152.92999267578125,,38.084999084472656,79.31999969482422,,26.404834747314453,80.37999725341797,9.800000190734863,,92.91000366210938,82.58000183105469,37.959999084472656,54.95750045776367,48.689998626708984,45.41999816894531,26.06999969482422,29.56999969482422,,99.66000366210938,
2014-01-07 00:00:00+00:00,19.28714370727539,9.449999809265137,19.901500701904297,,,,1163.0699462890625,115.86000061035156,15.1899995803833,54.95000076293945,125.06999969482422,22.251684188842773,73.88999938964844,,71.44999694824219,15.380000114440918,36.65999984741211,140.63999938964844,41.25,40.20000076293945,28.5,81.5,86.56595611572266,25.59000015258789,94.29000091552734,58.31999969482422,40.38999938964844,148.61000061035156,58.279998779296875,83.70899963378906,96.37999725341797,57.91999816894531,47.814884185791016,36.40999984741211,63.400001525878906,832.0,23.950000762939453,38.744998931884766,11.890000343322754,0.4034999907016754,83.4800033569336,29.165084838867188,154.5800018310547,,38.60499954223633,80.05999755859375,,26.397281646728516,84.91000366210938,9.957332611083984,,94.45999908447266,83.30999755859375,37.97999954223633,55.377498626708984,49.29999923706055,45.400001525878906,26.149999618530273,29.440000534057617,,101.06999969482422,
2014-01-08 00:00:00+00:00,19.409286499023438,9.489999771118164,20.09600067138672,,,,1157.5,114.05000305175781,15.100000381469727,56.939998626708984,123.29000091552734,22.04124641418457,73.08000183105469,,70.30999755859375,15.539999961853027,36.20000076293945,140.3699951171875,41.11000061035156,40.41999816894531,28.559309005737305,81.93000030517578,86.22274017333984,25.43000030517578,94.16000366210938,58.869998931884766,39.939998626708984,148.5,58.02000045776367,83.68399810791016,95.41000366210938,58.22999954223633,47.50954055786133,35.7599983215332,62.88999938964844,834.5,23.399999618530273,38.54499816894531,12.170000076293945,0.4090000092983246,83.23999786376953,29.36432647705078,158.02999877929688,,39.01499938964844,79.66999816894531,,25.861026763916016,85.1500015258789,10.085332870483398,,94.16999816894531,83.46499633789062,37.869998931884766,55.55500030517578,48.5,45.91999816894531,25.94333267211914,29.600000381469727,,100.73999786376953,
2014-01-09 00:00:00+00:00,19.161428451538086,9.4399995803833,20.050500869750977,,,,1153.68994140625,118.51000213623047,15.15999984741211,56.290000915527344,123.29000091552734,21.91498374938965,73.44000244140625,,69.55000305175781,15.84000015258789,35.709999084472656,141.50999450683594,41.04999923706055,40.4900016784668,28.284284591674805,81.56999969482422,86.2513427734375,25.309999465942383,94.7300033569336,58.7599983215332,39.72999954223633,148.72999572753906,57.349998474121094,84.36000061035156,95.45999908447266,57.220001220703125,47.25190734863281,35.529998779296875,63.38999938964844,832.0,23.200000762939453,38.54499816894531,12.399999618530273,0.39375001192092896,82.8499984741211,29.34535026550293,158.9499969482422,,38.79999923706055,73.62999725341797,,25.332326889038086,85.16999816894531,9.835332870483398,,92.29000091552734,84.63500213623047,38.0099983215332,55.477500915527344,47.5,46.15999984741211,26.030000686645508,28.299999237060547,,99.76000213623047,
2014-01-10 00:00:00+00:00,19.033571243286133,9.420000076293945,19.882999420166016,,,,1148.8399658203125,117.8499984741211,15.15999984741211,56.95000076293945,121.01000213623047,21.952861785888672,74.05000305175781,,69.5999984741211,16.06999969482422,36.16999816894531,142.6300048828125,41.2599983215332,40.029998779296875,28.28278350830078,82.01000213623047,85.95579528808594,25.530000686645508,94.73999786376953,58.4900016784668,40.130001068115234,149.4499969482422,59.599998474121094,83.47599792480469,95.80000305175781,57.939998626708984,47.595420837402344,36.040000915527344,62.95000076293945,853.5,23.799999237060547,38.459999084472656,12.789999961853027,0.3932499885559082,83.5,29.117647171020508,161.6999969482422,,38.834999084472656,71.43000030517578,,25.392749786376953,86.80000305175781,9.714667320251465,,92.33000183105469,85.19000244140625,37.56999969482422,55.282501220703125,47.75,45.939998626708984,26.01333236694336,28.559999465942383,,100.5199966430664,
2014-01-13 00:00:00+00:00,19.133214950561523,9.420000076293945,19.548999786376953,,,,1139.719970703125,114.7699966430664,15.029999732971191,56.209999084472656,119.25,22.112794876098633,73.83999633789062,,67.87000274658203,16.110000610351562,35.630001068115234,140.49000549316406,40.619998931884766,39.58000183105469,28.102603912353516,80.97000122070312,84.7259521484375,25.5,94.5,57.70000076293945,39.529998779296875,150.9199981689453,49.70000076293945,81.0,94.83000183105469,55.90999984741211,50.6870231628418,34.97999954223633,62.34000015258789,826.5,23.8799991607666,37.59000015258789,12.380000114440918,0.3840000033378601,82.37000274658203,28.975332260131836,160.8800048828125,,37.560001373291016,70.12000274658203,,25.15105628967285,84.44999694824219,9.28933334350586,,88.88999938964844,84.0250015258789,36.88999938964844,54.724998474121094,47.029998779296875,45.560001373291016,25.829999923706055,27.93000030517578,,98.55000305175781,
2014-01-14 00:00:00+00:00,19.51392936706543,9.1899995803833,19.87700080871582,,,,1159.2099609375,116.2300033569336,15.140000343322754,57.5099983215332,119.56999969482422,22.289562225341797,73.73999786376953,,69.33000183105469,16.399999618530273,36.119998931884766,142.6999969482422,40.86000061035156,40.02000045776367,28.763763427734375,81.01000213623047,85.2217025756836,26.510000228881836,94.72000122070312,57.7400016784668,39.689998626708984,151.4199981689453,49.2599983215332,82.1709976196289,95.22000122070312,57.7400016784668,50.57251739501953,35.779998779296875,62.70000076293945,836.0,23.40999984741211,37.584999084472656,13.130000114440918,0.3959999978542328,82.37000274658203,29.41176414489746,158.00999450683594,,37.72999954223633,72.66999816894531,,25.28700828552246,84.30999755859375,10.751333236694336,,88.76000213623047,84.41000366210938,37.130001068115234,55.662498474121094,47.08000183105469,45.59000015258789,25.98666763305664,29.18000030517578,,99.12000274658203,
2014-01-15 00:00:00+00:00,19.90571403503418,9.1899995803833,19.793500900268555,,,,1172.8599853515625,116.23999786376953,15.300000190734863,59.720001220703125,119.18000030517578,22.63888931274414,72.87000274658203,,69.41999816894531,16.700000762939453,36.61000061035156,142.5500030517578,40.18000030517578,39.380001068115234,28.744243621826172,81.06999969482422,85.71745300292969,26.670000076293945,94.80000305175781,59.4900016784668,39.7599983215332,153.5,49.650001525878906,82.33699798583984,95.45999908447266,57.599998474121094,50.114505767822266,36.7599983215332,62.939998626708984,852.5,23.579999923706055,37.71500015258789,13.15999984741211,0.40024998784065247,82.88999938964844,29.582542419433594,157.6999969482422,,38.095001220703125,73.22000122070312,,25.521148681640625,84.33999633789062,10.942000389099121,,85.88999938964844,85.07499694824219,37.130001068115234,55.939998626708984,48.27000045776367,46.400001525878906,25.886667251586914,28.729999542236328,,98.77999877929688,
